"Entry","Status","Gene.names","Organism","Gene.ontology..biological.process.","Gene.ontology..cellular.component.","Gene.ontology..molecular.function.","Gene.ontology.IDs"
"W5K459","unreviewed","zic2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","cell proliferation in forebrain [GO:0021846]; cell proliferation in midbrain [GO:0033278]; diencephalon development [GO:0021536]; dorsal/ventral pattern formation [GO:0009953]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; embryonic viscerocranium morphogenesis [GO:0048703]; hindbrain development [GO:0030902]; negative regulation of transcription, DNA-templated [GO:0045892]; neural crest cell development [GO:0014032]; neural tube formation [GO:0001841]; regulation of cell population proliferation [GO:0042127]; regulation of retinoic acid receptor signaling pathway [GO:0048385]; regulation of smoothened signaling pathway [GO:0008589]","nucleus [GO:0005634]","DNA binding [GO:0003677]; metal ion binding [GO:0046872]","GO:0001841; GO:0003677; GO:0005634; GO:0008589; GO:0009953; GO:0014032; GO:0021536; GO:0021846; GO:0030902; GO:0033278; GO:0042127; GO:0045892; GO:0046872; GO:0048385; GO:0048703; GO:0060059"
"A0A3B1JS78","unreviewed","med10","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","atrioventricular canal development [GO:0036302]; cardiac jelly development [GO:1905072]; regulation of transcription by RNA polymerase II [GO:0006357]","mediator complex [GO:0016592]","transcription coregulator activity [GO:0003712]","GO:0003712; GO:0006357; GO:0016592; GO:0036302; GO:1905072"
"W5KVF9","unreviewed","hpcal1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","calcium ion binding [GO:0005509]","GO:0005509"
"A0A3B1JC96","unreviewed","inpp5a","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","phosphatidylinositol dephosphorylation [GO:0046856]","","inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity [GO:0052659]; inositol-1,4,5-trisphosphate 5-phosphatase activity [GO:0052658]; inositol-polyphosphate 5-phosphatase activity [GO:0004445]","GO:0004445; GO:0046856; GO:0052658; GO:0052659"
"W5LSM4","unreviewed","myadml2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"A0A3B1KCP4","unreviewed","sgk3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein serine/threonine kinase activity [GO:0004674]","GO:0004674; GO:0005524; GO:0035091"
"W5L534","unreviewed","acyp1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","acylphosphatase activity [GO:0003998]","GO:0003998"
"A0A3B1KDH8","unreviewed","rsrc1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","alternative mRNA splicing, via spliceosome [GO:0000380]","","","GO:0000380"
"W5KZ93","unreviewed","col14a1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","collagen trimer [GO:0005581]; extracellular region [GO:0005576]","","GO:0005576; GO:0005581"
"A0A3B1JRC4","unreviewed","mex3d","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","nucleus [GO:0005634]","metal ion binding [GO:0046872]; RNA binding [GO:0003723]","GO:0003723; GO:0005634; GO:0046872"
"A0A3B1IF39","unreviewed","rtkn","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","Rho protein signal transduction [GO:0007266]; septin cytoskeleton organization [GO:0032185]","","small GTPase binding [GO:0031267]","GO:0007266; GO:0031267; GO:0032185"
"A0A3B1J515","unreviewed","tenm1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","integral component of membrane [GO:0016021]","","GO:0007165; GO:0016021"
"W5LEA7","unreviewed","arhgef26","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","guanyl-nucleotide exchange factor activity [GO:0005085]","GO:0005085"
"A0A3B1J1C8","unreviewed","slc35e2b","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5K719","unreviewed","dgkq","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","glycerolipid metabolic process [GO:0046486]; intracellular signal transduction [GO:0035556]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]","","ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; NAD+ kinase activity [GO:0003951]","GO:0003951; GO:0004143; GO:0005524; GO:0007205; GO:0035556; GO:0046486"
"A0A3B1JSM5","unreviewed","tmed2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein transport [GO:0015031]","endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]","","GO:0005789; GO:0005794; GO:0015031; GO:0016021; GO:0033116"
"A0A3B1JKG3","unreviewed","rbm22","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","spliceosomal complex [GO:0005681]","metal ion binding [GO:0046872]; RNA binding [GO:0003723]","GO:0003723; GO:0005681; GO:0046872"
"A0A3B1J627","unreviewed","mbtd1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","chromatin organization [GO:0006325]; regulation of transcription, DNA-templated [GO:0006355]","nucleus [GO:0005634]","zinc ion binding [GO:0008270]","GO:0005634; GO:0006325; GO:0006355; GO:0008270"
"W5K0L4","unreviewed","srf","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","positive regulation of transcription by RNA polymerase II [GO:0045944]","nucleus [GO:0005634]","cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]","GO:0000981; GO:0000987; GO:0005634; GO:0045944; GO:0046983"
"W5JXE3","unreviewed","slc6a20","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","symporter activity [GO:0015293]","GO:0015293; GO:0016021"
"A0A3B1IPP6","unreviewed","dcdc2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","intracellular signal transduction [GO:0035556]; regulation of cilium assembly [GO:1902017]; regulation of Wnt signaling pathway [GO:0030111]; sensory perception of sound [GO:0007605]","cilium [GO:0005929]","","GO:0005929; GO:0007605; GO:0030111; GO:0035556; GO:1902017"
"A0A3B1JES3","unreviewed","ciapin1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","apoptotic process [GO:0006915]; hemopoiesis [GO:0030097]; iron-sulfur cluster assembly [GO:0016226]; negative regulation of apoptotic process [GO:0043066]","mitochondrial intermembrane space [GO:0005758]; nucleus [GO:0005634]","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]","GO:0005634; GO:0005758; GO:0006915; GO:0008168; GO:0009055; GO:0016226; GO:0030097; GO:0043066; GO:0046872; GO:0051537; GO:0051539"
"W5L9L9","unreviewed","rsbn1l","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","nucleus [GO:0005634]","dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]","GO:0005634; GO:0046872; GO:0051213"
"W5KKU1","unreviewed","npas3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","protein dimerization activity [GO:0046983]","GO:0046983"
"A0A3B1JD94","unreviewed","hmgb2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5K166","unreviewed","piezo2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","mechanosensitive ion channel activity [GO:0008381]","GO:0008381; GO:0016021"
"A0A3B1K448","unreviewed","bpnt2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphorylation [GO:0046854]","","","GO:0046854; GO:0046855"
"W5KD96","unreviewed","cpne8","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1K165","unreviewed","acyp2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","acylphosphatase activity [GO:0003998]","GO:0003998; GO:0016021"
"W5LI66","unreviewed","adap1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","positive regulation of GTPase activity [GO:0043547]","","GTPase activator activity [GO:0005096]; phosphatidylinositol bisphosphate binding [GO:1902936]","GO:0005096; GO:0043547; GO:1902936"
"A0A3B1JBW8","unreviewed","mpdz","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","bicellular tight junction [GO:0005923]","","GO:0005923"
"W5KEN5","unreviewed","c5orf51","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1JZS9","unreviewed","hepacam","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5KKQ4","unreviewed","frmpd4","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","cytoskeleton [GO:0005856]","","GO:0005856"
"W5L4P0","unreviewed","ankrd52","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5L644","unreviewed","slc27a3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5LI55","unreviewed","timm44","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein import into mitochondrial matrix [GO:0030150]","mitochondrial inner membrane [GO:0005743]","chaperone binding [GO:0051087]","GO:0005743; GO:0030150; GO:0051087"
"W5LUY5","unreviewed","b3gnt10","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein glycosylation [GO:0006486]","Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]","transferase activity, transferring hexosyl groups [GO:0016758]","GO:0000139; GO:0006486; GO:0016021; GO:0016758"
"A0A3B1K6H4","unreviewed","bet1l","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein transport [GO:0015031]","integral component of Golgi membrane [GO:0030173]","","GO:0015031; GO:0030173"
"W5LBL3","unreviewed","ncald","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","calcium ion binding [GO:0005509]","GO:0005509"
"A0A3B1JQ18","unreviewed","nme3","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]","","nucleoside diphosphate kinase activity [GO:0004550]","GO:0004550; GO:0006183; GO:0006228; GO:0006241"
"W5KRZ0","unreviewed","rassf10","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","","","GO:0007165"
"A0A3B1KH69","unreviewed","med18","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","regulation of transcription by RNA polymerase II [GO:0006357]","mediator complex [GO:0016592]","transcription coregulator activity [GO:0003712]","GO:0003712; GO:0006357; GO:0016592"
"W5KRN7","unreviewed","gfm2 efg2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","mitochondrial translation [GO:0032543]; ribosome disassembly [GO:0032790]","mitochondrion [GO:0005739]","GTPase activity [GO:0003924]; GTP binding [GO:0005525]","GO:0003924; GO:0005525; GO:0005739; GO:0032543; GO:0032790"
"W5KGX8","unreviewed","gfi1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1IZJ0","unreviewed","abhd17c","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1KGE0","unreviewed","amz2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","metallopeptidase activity [GO:0008237]","GO:0008237"
"W5L7N2","unreviewed","pnmt","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","methylation [GO:0032259]","","methyltransferase activity [GO:0008168]","GO:0008168; GO:0032259"
"A0A3B1II71","unreviewed","vma21","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]","endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; integral component of membrane [GO:0016021]","","GO:0005789; GO:0012507; GO:0016021; GO:0033116; GO:0070072"
"A0A3B1JZF3","unreviewed","tmem19","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"W5LLX9","unreviewed","c3orf33","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5LNS5","unreviewed","mamdc2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","membrane [GO:0016020]","","GO:0016020"
"A0A3B1K8X8","unreviewed","c12orf29","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1KBR6","unreviewed","uqcr11","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","ubiquinol-cytochrome-c reductase activity [GO:0008121]","GO:0008121"
"A0A3B1JTQ6","unreviewed","fshr","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","male gonad development [GO:0008584]; spermatogenesis [GO:0007283]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","follicle-stimulating hormone receptor activity [GO:0004963]; G protein-coupled receptor activity [GO:0004930]","GO:0004930; GO:0004963; GO:0005886; GO:0007283; GO:0008584; GO:0016021"
"A0A3B1IUR4","unreviewed","cabp7","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","calcium ion binding [GO:0005509]","GO:0005509; GO:0016021"
"A0A3B1KD70","unreviewed","c20orf27","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1J195","unreviewed","c2orf76","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5LHC6","unreviewed","osgepl1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","tRNA threonylcarbamoyladenosine modification [GO:0002949]","mitochondrion [GO:0005739]","metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]","GO:0002949; GO:0005739; GO:0046872; GO:0061711"
"A0A3B1J9I2","unreviewed","parp11","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","NAD+ ADP-ribosyltransferase activity [GO:0003950]","GO:0003950"
"A0A3B1IYP6","unreviewed","cnnm1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","","GO:0016021"
"A0A3B1K7B8","unreviewed","c1orf53","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"W5K7N5","unreviewed","znf423","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","","",""
"A0A3B1KH00","unreviewed","gmeb2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","cytoplasm [GO:0005737]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]","GO:0000978; GO:0001228; GO:0005737; GO:0046872"
"A0A3B1JSP5","unreviewed","kcnk16","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","","integral component of membrane [GO:0016021]","potassium channel activity [GO:0005267]","GO:0005267; GO:0016021"
"A0A3B1K432","unreviewed","cobll1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","","actin monomer binding [GO:0003785]","GO:0003785; GO:0007165"
"A0A3B1JR87","unreviewed","yju2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","generation of catalytic spliceosome for first transesterification step [GO:0000349]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of neuron apoptotic process [GO:0043524]","U2-type catalytic step 1 spliceosome [GO:0071006]","metal ion binding [GO:0046872]","GO:0000349; GO:0043518; GO:0043524; GO:0046872; GO:0071006"
"W5LPU1","unreviewed","six1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","apoptotic process [GO:0006915]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]","cytoplasm [GO:0005737]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription regulatory region sequence-specific DNA binding [GO:0000976]","GO:0000976; GO:0000981; GO:0005634; GO:0005737; GO:0006915; GO:0007275; GO:0045892"
"A0A3B1IZC2","unreviewed","kcna10","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]","voltage-gated potassium channel complex [GO:0008076]","voltage-gated potassium channel activity [GO:0005249]","GO:0005249; GO:0008076; GO:0034765; GO:0051260"
"A0A3B1JH69","unreviewed","mras","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","signal transduction [GO:0007165]","membrane [GO:0016020]","G protein activity [GO:0003925]; GTP binding [GO:0005525]","GO:0003925; GO:0005525; GO:0007165; GO:0016020"
"A0A3B1K6R7","unreviewed","hmx1","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","retinal cone cell development [GO:0046549]","nucleus [GO:0005634]","DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]","GO:0000981; GO:0003677; GO:0005634; GO:0046549"
"W5K7I0","unreviewed","lonp2","Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)","protein import into peroxisome matrix [GO:0016558]; protein processing [GO:0016485]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]","peroxisomal matrix [GO:0005782]","ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]","GO:0004176; GO:0004252; GO:0005524; GO:0005782; GO:0006515; GO:0016485; GO:0016558"
