"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication","Age_at_Sampling","Tissue"
"9670","ENSAMXG00000018737","Rio Choy-Control",-0.468991613898363,0.173224582845834,"arhgef10",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9671","ENSAMXG00000018740","Rio Choy-Control",-0.135162242199453,0.727035432356571,"bcan",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9672","ENSAMXG00000018741","Rio Choy-Control",-0.783615969945258,0.0662211337457095,"mast3b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9673","ENSAMXG00000018742","Rio Choy-Control",-0.606716592326771,0.375592051968656,"UNC13C",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9674","ENSAMXG00000018743","Rio Choy-Control",0.0998987665095612,0.805100598085044,"mstnb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9675","ENSAMXG00000018745","Rio Choy-Control",-0.274032461996305,0.351369458809866,"sh3bp5b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9676","ENSAMXG00000018746","Rio Choy-Control",0.0719603037316977,0.72977670522007,"lias",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9677","ENSAMXG00000018747","Rio Choy-Control",-0.423530147489281,0.222181210805769,"atf7ip",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9678","ENSAMXG00000018748","Rio Choy-Control",-0.092947598135683,0.913683506673516,"sgip1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9679","ENSAMXG00000018751","Rio Choy-Control",0.234838551120251,0.523783176365806,"mtrex",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9680","ENSAMXG00000018752","Rio Choy-Control",-0.187676705470273,0.948374579454189,"dnd1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9681","ENSAMXG00000018754","Rio Choy-Control",-1.18439654639895,0.00168533350244335,"nt5c2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9682","ENSAMXG00000018756","Rio Choy-Control",0.172844126837403,0.615685611751982,"NFASC",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9683","ENSAMXG00000018757","Rio Choy-Control",-1.09850409486815,0.17395984635589,"gfra3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9684","ENSAMXG00000018758","Rio Choy-Control",-0.899112759966562,0.0615746689077968,"ism2a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9685","ENSAMXG00000018759","Rio Choy-Control",0.17106914452322,0.463667099129942,"hibch",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9686","ENSAMXG00000018760","Rio Choy-Control",0.0185887822095601,0.975498071610854,"rrnad1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9687","ENSAMXG00000018762","Rio Choy-Control",-0.542138530661397,0.277513866062828,"cnnm2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9688","ENSAMXG00000018764","Rio Choy-Control",0.282257912810261,0.320688856545026,"gphnb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9689","ENSAMXG00000018766","Rio Choy-Control",0.598663726144921,0.149747977571709,"arrdc2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9690","ENSAMXG00000018767","Rio Choy-Control",0.335281191493738,0.325698995824138,"ppie",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9691","ENSAMXG00000018772","Rio Choy-Control",0.659146037814238,0.267953240542953,"tlr18",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9692","ENSAMXG00000018774","Rio Choy-Control",-0.621404456031951,0.0891732493123852,"brd8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9693","ENSAMXG00000018775","Rio Choy-Control",0.21210355549391,0.266367747080879,"wdr18",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9694","ENSAMXG00000018776","Rio Choy-Control",-0.767580901337115,0.0436073059053735,"xylt2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9695","ENSAMXG00000018777","Rio Choy-Control",-0.0985924827508027,0.884819196720044,"dthd1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9696","ENSAMXG00000018778","Rio Choy-Control",-0.0659785889726072,0.809836695951542,"si:ch211-113g11.6",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9697","ENSAMXG00000018779","Rio Choy-Control",0.137706560585569,0.591320378520975,"pabpc4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9698","ENSAMXG00000018780","Rio Choy-Control",-0.120758246931798,0.699312911794442,"tmem54a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9699","ENSAMXG00000018785","Rio Choy-Control",-0.886395655245357,0.00552919780889087,"JAK1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9700","ENSAMXG00000018786","Rio Choy-Control",-0.625165210780756,0.0184184826785572,"ctsk","cathepsin K [Source:NCBI gene;Acc:103044235]","CATHEPSIN K PRECURSOR EC_3.4.22.38","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9701","ENSAMXG00000018787","Rio Choy-Control",-0.487915033997113,0.0751901598859837,"poll",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9702","ENSAMXG00000018788","Rio Choy-Control",-0.244461788605096,0.605544544560711,"dhx29",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9703","ENSAMXG00000018789","Rio Choy-Control",-0.110103937189171,0.661665441260761,"srl",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9704","ENSAMXG00000018790","Rio Choy-Control",-0.0850609704690595,0.850080299635077,"lck",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9705","ENSAMXG00000018792","Rio Choy-Control",0.0527763340334684,0.933767963648854,"grin3bb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9706","ENSAMXG00000018793","Rio Choy-Control",0.133496739143404,0.875073834833648,"fgf18b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9707","ENSAMXG00000018794","Rio Choy-Control",-0.0664331891192246,0.844662678290422,NA,"DNA damage-inducible transcript 4-like protein [Source:NCBI gene;Acc:103031741]","REGULATED IN DEVELOPMENT AND DNA DAMAGE RESPONSE REDD","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9708","ENSAMXG00000018795","Rio Choy-Control",0.196913862385598,0.516034085552556,"dpcd",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9709","ENSAMXG00000018798","Rio Choy-Control",-0.958768118684011,0.75789102868123,"hormad1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9710","ENSAMXG00000018800","Rio Choy-Control",-0.584069943729269,0.381118358575962,"tfap4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9711","ENSAMXG00000018802","Rio Choy-Control",-0.154376463537627,0.558563047253757,"mpp5b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9712","ENSAMXG00000018806","Rio Choy-Control",0.694340147751425,0.179373628106447,"grk1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9713","ENSAMXG00000018809","Rio Choy-Control",0.534663589112368,0.0375828735399884,"pam16",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9714","ENSAMXG00000018810","Rio Choy-Control",0.214021538937588,0.448111601771465,"tmem259",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9715","ENSAMXG00000018813","Rio Choy-Control",-0.0957850339668128,0.537608902389136,"FBXW11",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9716","ENSAMXG00000018815","Rio Choy-Control",0.611262192554137,0.133822226385049,"abca12","ATP-binding cassette, sub-family A (ABC1), member 12 [Source:ZFIN;Acc:ZDB-GENE-030131-9790]","ATP BINDING CASSETTE SUB FAMILY A MEMBER 12 ATP BINDING CASSETTE TRANSPORTER 12 ATP BINDING CASSETTE 12","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9717","ENSAMXG00000018817","Rio Choy-Control",-0.621538272759158,0.138234440207295,"vps72b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9718","ENSAMXG00000018818","Rio Choy-Control",-0.162689143605548,0.486394755346513,"coro7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9719","ENSAMXG00000018820","Rio Choy-Control",-0.0933940561444244,0.739598305545452,"PGM1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9720","ENSAMXG00000018821","Rio Choy-Control",0.264974074370387,0.205816558513796,"dnaja3a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9721","ENSAMXG00000018822","Rio Choy-Control",0.403743589043694,0.102145456554774,"slc2a15b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9722","ENSAMXG00000018824","Rio Choy-Control",-0.648118294881493,0.0438058255343839,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9723","ENSAMXG00000018825","Rio Choy-Control",-0.038429235426163,0.903143815613521,"hmox2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9724","ENSAMXG00000018826","Rio Choy-Control",0.125454086893924,0.583078959165583,"tmod4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9725","ENSAMXG00000018827","Rio Choy-Control",-0.78426839110041,0.324852779023751,"ZMIZ1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9726","ENSAMXG00000018828","Rio Choy-Control",-0.0220088779376884,0.946335225741924,"scnm1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9727","ENSAMXG00000018829","Rio Choy-Control",-0.108348669716576,0.704650651740524,"pstpip2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9728","ENSAMXG00000018831","Rio Choy-Control",-0.797253962893273,0.0987215721687115,"cfap70",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9729","ENSAMXG00000018833","Rio Choy-Control",-1.03590525013277,0.0996207328906115,"lysmd1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9730","ENSAMXG00000018834","Rio Choy-Control",-0.567101018588782,0.0753371565137886,"zgc:154055",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9731","ENSAMXG00000018838","Rio Choy-Control",0.29524541063356,0.242662441808491,"med16",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9732","ENSAMXG00000018839","Rio Choy-Control",-1.06509582071219,0.135078452145888,"LRP8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9733","ENSAMXG00000018840","Rio Choy-Control",0.277251051670558,0.424873565034095,"tfip11",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9734","ENSAMXG00000018844","Rio Choy-Control",0.101087565639703,0.605847550993551,"golph3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9735","ENSAMXG00000018847","Rio Choy-Control",-0.192248973980975,0.558266901507015,"sts",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9736","ENSAMXG00000018848","Rio Choy-Control",0.303720257817478,0.139085824974958,"brd7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9737","ENSAMXG00000018850","Rio Choy-Control",-0.773194087932917,0.525790615785953,"isl1l",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9738","ENSAMXG00000018851","Rio Choy-Control",-0.817936304502243,0.13878397318308,"ccnf",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9739","ENSAMXG00000018852","Rio Choy-Control",-0.0428539839737182,0.908425230220426,"polr3a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9740","ENSAMXG00000018854","Rio Choy-Control",-0.618406957676004,0.140681285359447,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9741","ENSAMXG00000018856","Rio Choy-Control",-1.08648916455274,0.0473597790684622,"sema6e",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9742","ENSAMXG00000018861","Rio Choy-Control",-0.145555467656373,0.731564348908253,"nlgn4xa",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9743","ENSAMXG00000018862","Rio Choy-Control",0.0618092633956264,0.899654497880156,"palm1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9744","ENSAMXG00000018864","Rio Choy-Control",0.298455518492034,0.606203871338523,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9745","ENSAMXG00000018865","Rio Choy-Control",-0.530018340798278,0.136538580297459,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9746","ENSAMXG00000018866","Rio Choy-Control",-0.776095759219145,0.112277995424608,"cxcr3.3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9747","ENSAMXG00000018867","Rio Choy-Control",-0.179111906574732,0.828575854211772,"trpc3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9748","ENSAMXG00000018868","Rio Choy-Control",-0.991835434992436,0.0610009972191481,"sbno2a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9749","ENSAMXG00000018869","Rio Choy-Control",-0.515993018419569,0.105574432660654,"adcy7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9750","ENSAMXG00000018871","Rio Choy-Control",0.221475618052622,0.298636006069121,"ptbp1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9751","ENSAMXG00000018875","Rio Choy-Control",-1.163282704092,0.100707714867375,"itga1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9752","ENSAMXG00000018879","Rio Choy-Control",-2.45632508147943,0.0721688765441245,"gdf9",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9753","ENSAMXG00000018880","Rio Choy-Control",-0.0940763928599688,0.682105497077765,"wdr37",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9754","ENSAMXG00000018882","Rio Choy-Control",-0.0946051714169334,0.772775705657388,"sowahab",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9756","ENSAMXG00000018888","Rio Choy-Control",-0.775420995435795,0.0687905264904846,"abca3b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9757","ENSAMXG00000018890","Rio Choy-Control",-0.460762042068575,0.0411045980698286,"hps5",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9758","ENSAMXG00000018891","Rio Choy-Control",0.12407990061274,0.722832796879549,"si:ch73-60h1.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9759","ENSAMXG00000018892","Rio Choy-Control",-0.239595649857218,0.648381098263907,"bard1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9760","ENSAMXG00000018893","Rio Choy-Control",0.606318559538561,0.0135754014141975,"rtn4ip1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9761","ENSAMXG00000018894","Rio Choy-Control",-0.185002930930315,0.714802732431848,"atp7a","ATPase copper transporting alpha [Source:ZFIN;Acc:ZDB-GENE-060825-45]","COPPER TRANSPORTING ATPASE 1 EC_3.6.3.54 COPPER PUMP 1 MENKES DISEASE ASSOCIATED","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9762","ENSAMXG00000018895","Rio Choy-Control",-0.979440249468878,0.135875050981535,"myh14",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9763","ENSAMXG00000018896","Rio Choy-Control",0.284472804598333,0.171481290416623,"qrsl1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9764","ENSAMXG00000018899","Rio Choy-Control",0.0900124478131668,0.6959604779731,"iars2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9765","ENSAMXG00000018900","Rio Choy-Control",-0.316528485255361,0.353040065170495,"carnmt1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9766","ENSAMXG00000018901","Rio Choy-Control",-0.632803917811575,0.680468044242263,"vwc2l",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9767","ENSAMXG00000018903","Rio Choy-Control",0.281218947559562,0.364088410905243,"cd4-1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9768","ENSAMXG00000018904","Rio Choy-Control",-0.200175234500712,0.741034160068445,"slc1a8a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9769","ENSAMXG00000018908","Rio Choy-Control",-1.4208408509511,0.273433838548233,"cfap57",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9770","ENSAMXG00000018911","Rio Choy-Control",0.455047129045473,0.0386935907751243,"sgta",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9771","ENSAMXG00000018912","Rio Choy-Control",-0.463586282137661,0.340987910406058,"arhgap45a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9772","ENSAMXG00000018913","Rio Choy-Control",-0.591963121352595,0.42074250762537,NA,"cytochrome P450 family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:20243]","CYTOCHROME P450 EC_1.14.14.1 CYTOCHROME P450 LMC2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9773","ENSAMXG00000018915","Rio Choy-Control",0.360344309263147,0.166021133229472,"POLR2E",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9774","ENSAMXG00000018917","Rio Choy-Control",-0.603457350346967,0.651813410368502,"ERBB4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9775","ENSAMXG00000018919","Rio Choy-Control",0.25745881646171,0.484053794298716,"rpl18",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9776","ENSAMXG00000018920","Rio Choy-Control",-0.0798924368003172,0.777851122502443,"rab3gap2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9777","ENSAMXG00000018921","Rio Choy-Control",0.346097416524277,0.470147455016071,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9778","ENSAMXG00000018922","Rio Choy-Control",0.435756314609903,0.0378579530657245,"thop1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9779","ENSAMXG00000018923","Rio Choy-Control",0.0153058780227714,0.943401529740729,"pfkpa",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9780","ENSAMXG00000018926","Rio Choy-Control",-1.56300935278127,0.27953400002818,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9781","ENSAMXG00000018927","Rio Choy-Control",0.438192967458838,0.593335742465065,"nwd1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9782","ENSAMXG00000018930","Rio Choy-Control",0.361684314228038,0.267471077879594,"prim1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9783","ENSAMXG00000018932","Rio Choy-Control",-0.290122172606293,0.413006538134158,"tent4b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9784","ENSAMXG00000018934","Rio Choy-Control",-0.265952144755624,0.44650688340189,"zgc:113223",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9785","ENSAMXG00000018935","Rio Choy-Control",0.212074029444946,0.454042956516236,"atp10b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9786","ENSAMXG00000018937","Rio Choy-Control",-0.0667441037533477,0.852282522263218,"ccny",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9787","ENSAMXG00000018938","Rio Choy-Control",-0.267970484072016,0.836439584927311,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9788","ENSAMXG00000018939","Rio Choy-Control",0.250942075020615,0.507441263919276,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9789","ENSAMXG00000018940","Rio Choy-Control",0.159266110594892,0.610975533227057,"reep6",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9790","ENSAMXG00000018941","Rio Choy-Control",-0.605211362200703,0.180476685247989,"adamts14",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"9791","ENSAMXG00000018942","Rio Choy-Control",0.112067787546646,0.775453919613525,"TIMM44",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
