"","Namespace","GO_ID","GO_Term"
"32335","Biological Process","GO:0071232","cellular response to histidine"
"32336","Biological Process","GO:0071233","cellular response to leucine"
"32337","Biological Process","GO:0071234","cellular response to phenylalanine"
"32338","Biological Process","GO:0071235","cellular response to proline"
"32339","Biological Process","GO:0071236","cellular response to antibiotic"
"32340","Biological Process","GO:0071237","cellular response to bacteriocin"
"32341","Biological Process","GO:0071238","cellular response to brefeldin A"
"32342","Biological Process","GO:0071239","cellular response to streptomycin"
"32343","Biological Process","GO:0071240","cellular response to food"
"32344","Biological Process","GO:0071241","cellular response to inorganic substance"
"32345","Biological Process","GO:0071242","cellular response to ammonium ion"
"32346","Biological Process","GO:0071243","cellular response to arsenic-containing substance"
"32347","Biological Process","GO:0071244","cellular response to carbon dioxide"
"32348","Biological Process","GO:0071245","cellular response to carbon monoxide"
"32349","Biological Process","GO:0071246","cellular response to chlorate"
"32350","Biological Process","GO:0071247","cellular response to chromate"
"32351","Biological Process","GO:0071248","cellular response to metal ion"
"32352","Biological Process","GO:0071249","cellular response to nitrate"
"32353","Biological Process","GO:0071250","cellular response to nitrite"
"32354","Biological Process","GO:0071251","cellular response to silicon dioxide"
"32355","Biological Process","GO:0071252","cellular response to sulfur dioxide"
"32356","Molecular Function","GO:0071253","connexin binding"
"32357","Cellular Component","GO:0071254","cytoplasmic U snRNP body"
"32358","Biological Process","GO:0071255","Cvt vesicle assembly"
"32359","Cellular Component","GO:0071256","translocon complex"
"32360","Biological Process","GO:0071257","cellular response to electrical stimulus"
"32361","Biological Process","GO:0071258","cellular response to gravity"
"32362","Biological Process","GO:0071259","cellular response to magnetism"
"32363","Biological Process","GO:0071260","cellular response to mechanical stimulus"
"32364","Cellular Component","GO:0071261","Ssh1 translocon complex"
"32365","Biological Process","GO:0071262","regulation of translational initiation in response to starvation"
"32366","Biological Process","GO:0071263","negative regulation of translational initiation in response to starvation"
"32367","Biological Process","GO:0071264","positive regulation of translational initiation in response to starvation"
"32368","Biological Process","GO:0071265","L-methionine biosynthetic process"
"32369","Biological Process","GO:0071266","de novo L-methionine biosynthetic process"
"32370","Biological Process","GO:0071267","L-methionine salvage"
"32371","Biological Process","GO:0071268","homocysteine biosynthetic process"
"32372","Biological Process","GO:0071269","L-homocysteine biosynthetic process"
"32373","Biological Process","GO:0071270","1-butanol metabolic process"
"32374","Biological Process","GO:0071271","1-butanol biosynthetic process"
"32375","Biological Process","GO:0071272","morphine metabolic process"
"32376","Biological Process","GO:0071273","morphine catabolic process"
"32377","Biological Process","GO:0071274","isoquinoline alkaloid catabolic process"
"32378","Biological Process","GO:0071275","cellular response to aluminum ion"
"32379","Biological Process","GO:0071276","cellular response to cadmium ion"
"32380","Biological Process","GO:0071277","cellular response to calcium ion"
"32381","Biological Process","GO:0071278","cellular response to cesium ion"
"32382","Biological Process","GO:0071279","cellular response to cobalt ion"
"32383","Biological Process","GO:0071280","cellular response to copper ion"
"32384","Biological Process","GO:0071281","cellular response to iron ion"
"32385","Biological Process","GO:0071282","cellular response to iron(II) ion"
"32386","Biological Process","GO:0071283","cellular response to iron(III) ion"
"32387","Biological Process","GO:0071284","cellular response to lead ion"
"32388","Biological Process","GO:0071285","cellular response to lithium ion"
"32389","Biological Process","GO:0071286","cellular response to magnesium ion"
"32390","Biological Process","GO:0071287","cellular response to manganese ion"
"32391","Biological Process","GO:0071288","cellular response to mercury ion"
"32392","Biological Process","GO:0071289","cellular response to nickel ion"
"32393","Biological Process","GO:0071290","cellular response to platinum ion"
"32394","Biological Process","GO:0071291","cellular response to selenium ion"
"32395","Biological Process","GO:0071292","cellular response to silver ion"
"32396","Biological Process","GO:0071293","cellular response to tellurium ion"
"32397","Biological Process","GO:0071294","cellular response to zinc ion"
"32398","Biological Process","GO:0071295","cellular response to vitamin"
"32399","Biological Process","GO:0071296","cellular response to biotin"
"32400","Biological Process","GO:0071297","cellular response to cobalamin"
"32401","Biological Process","GO:0071298","cellular response to L-ascorbic acid"
"32402","Biological Process","GO:0071299","cellular response to vitamin A"
"32403","Biological Process","GO:0071300","cellular response to retinoic acid"
"32404","Biological Process","GO:0071301","cellular response to vitamin B1"
"32405","Biological Process","GO:0071302","cellular response to vitamin B2"
"32406","Biological Process","GO:0071303","cellular response to vitamin B3"
"32407","Biological Process","GO:0071304","cellular response to vitamin B6"
"32408","Biological Process","GO:0071305","cellular response to vitamin D"
"32409","Biological Process","GO:0071306","cellular response to vitamin E"
"32410","Biological Process","GO:0071307","cellular response to vitamin K"
"32411","Biological Process","GO:0071308","cellular response to menaquinone"
"32412","Biological Process","GO:0071309","cellular response to phylloquinone"
"32413","Biological Process","GO:0071310","cellular response to organic substance"
"32414","Biological Process","GO:0071311","cellular response to acetate"
"32415","Biological Process","GO:0071312","cellular response to alkaloid"
"32416","Biological Process","GO:0071313","cellular response to caffeine"
"32417","Biological Process","GO:0071314","cellular response to cocaine"
"32418","Biological Process","GO:0071315","cellular response to morphine"
"32419","Biological Process","GO:0071316","cellular response to nicotine"
"32420","Biological Process","GO:0071317","cellular response to isoquinoline alkaloid"
"32421","Biological Process","GO:0071318","cellular response to ATP"
"32422","Biological Process","GO:0071319","cellular response to benzoic acid"
"32423","Biological Process","GO:0071320","cellular response to cAMP"
"32424","Biological Process","GO:0071321","cellular response to cGMP"
"32425","Biological Process","GO:0071322","cellular response to carbohydrate stimulus"
"32426","Biological Process","GO:0071323","cellular response to chitin"
"32427","Biological Process","GO:0071324","cellular response to disaccharide stimulus"
"32428","Biological Process","GO:0071325","cellular response to mannitol stimulus"
"32429","Biological Process","GO:0071326","cellular response to monosaccharide stimulus"
"32430","Biological Process","GO:0071327","cellular response to trehalose stimulus"
"32431","Biological Process","GO:0071328","cellular response to maltose stimulus"
"32432","Biological Process","GO:0071329","cellular response to sucrose stimulus"
"32433","Biological Process","GO:0071330","cellular response to trehalose-6-phosphate stimulus"
"32434","Biological Process","GO:0071331","cellular response to hexose stimulus"
"32435","Biological Process","GO:0071332","cellular response to fructose stimulus"
"32436","Biological Process","GO:0071333","cellular response to glucose stimulus"
"32437","Biological Process","GO:0071334","cellular response to rhamnose stimulus"
"32438","Biological Process","GO:0071335","hair follicle cell proliferation"
"32439","Biological Process","GO:0071336","regulation of hair follicle cell proliferation"
"32440","Biological Process","GO:0071337","negative regulation of hair follicle cell proliferation"
"32441","Biological Process","GO:0071338","positive regulation of hair follicle cell proliferation"
"32442","Cellular Component","GO:0071339","MLL1 complex"
"32443","Biological Process","GO:0071340","skeletal muscle acetylcholine-gated channel clustering"
"32444","Cellular Component","GO:0071341","medial cortical node"
"32445","Biological Process","GO:0071342","regulation of establishment of actomyosin contractile ring localization"
"32446","Biological Process","GO:0071343","obsolete negative regulation of establishment of actomyosin contractile ring localization"
"32447","Biological Process","GO:0071344","diphosphate metabolic process"
"32448","Biological Process","GO:0071345","cellular response to cytokine stimulus"
"32449","Biological Process","GO:0071346","cellular response to interferon-gamma"
"32450","Biological Process","GO:0071347","cellular response to interleukin-1"
"32451","Biological Process","GO:0071348","cellular response to interleukin-11"
"32452","Biological Process","GO:0071349","cellular response to interleukin-12"
"32453","Biological Process","GO:0071350","cellular response to interleukin-15"
"32454","Biological Process","GO:0071351","cellular response to interleukin-18"
"32455","Biological Process","GO:0071352","cellular response to interleukin-2"
"32456","Biological Process","GO:0071353","cellular response to interleukin-4"
"32457","Biological Process","GO:0071354","cellular response to interleukin-6"
"32458","Biological Process","GO:0071355","cellular response to interleukin-9"
"32459","Biological Process","GO:0071356","cellular response to tumor necrosis factor"
"32460","Biological Process","GO:0071357","cellular response to type I interferon"
"32461","Biological Process","GO:0071358","cellular response to type III interferon"
"32462","Biological Process","GO:0071359","cellular response to dsRNA"
"32463","Biological Process","GO:0071360","cellular response to exogenous dsRNA"
"32464","Biological Process","GO:0071361","cellular response to ethanol"
"32465","Biological Process","GO:0071362","cellular response to ether"
"32466","Biological Process","GO:0071363","cellular response to growth factor stimulus"
"32467","Biological Process","GO:0071364","cellular response to epidermal growth factor stimulus"
"32468","Biological Process","GO:0071365","cellular response to auxin stimulus"
"32469","Biological Process","GO:0071366","cellular response to indolebutyric acid stimulus"
"32470","Biological Process","GO:0071367","cellular response to brassinosteroid stimulus"
"32471","Biological Process","GO:0071368","cellular response to cytokinin stimulus"
"32472","Biological Process","GO:0071369","cellular response to ethylene stimulus"
"32473","Biological Process","GO:0071370","cellular response to gibberellin stimulus"
"32474","Biological Process","GO:0071371","cellular response to gonadotropin stimulus"
"32475","Biological Process","GO:0071372","cellular response to follicle-stimulating hormone stimulus"
"32476","Biological Process","GO:0071373","cellular response to luteinizing hormone stimulus"
"32477","Biological Process","GO:0071374","cellular response to parathyroid hormone stimulus"
"32478","Biological Process","GO:0071375","cellular response to peptide hormone stimulus"
"32479","Biological Process","GO:0071376","cellular response to corticotropin-releasing hormone stimulus"
"32480","Biological Process","GO:0071377","cellular response to glucagon stimulus"
"32481","Biological Process","GO:0071378","cellular response to growth hormone stimulus"
"32482","Biological Process","GO:0071379","cellular response to prostaglandin stimulus"
"32483","Biological Process","GO:0071380","cellular response to prostaglandin E stimulus"
"32484","Biological Process","GO:0071381","cellular response to prostaglandin F stimulus"
"32485","Biological Process","GO:0071382","cellular response to prostaglandin I stimulus"
"32486","Biological Process","GO:0071383","cellular response to steroid hormone stimulus"
"32487","Biological Process","GO:0071384","cellular response to corticosteroid stimulus"
"32488","Biological Process","GO:0071385","cellular response to glucocorticoid stimulus"
